test_rod_01.TIFuCcm-2_widths [nm],test_rod_01.TIFuCcm-2_lengths [nm],test_rod_02.TIFuCcm-2_widths [nm],test_rod_02.TIFuCcm-2_lengths [nm],test_rod_03.TIFuCcm-2_widths [nm],test_rod_03.TIFuCcm-2_lengths [nm],test_rod_04.TIFuCcm-2_widths [nm],test_rod_04.TIFuCcm-2_lengths [nm]
106.08000000000001,388.3176,106.08000000000001,382.434,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,382.434,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,388.3176,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,123.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,121.04,
106.08000000000001,,106.08000000000001,,106.08000000000001,,122.4,
106.08000000000001,,106.08000000000001,,106.08000000000001,,121.04,
106.08000000000001,,106.08000000000001,,106.08000000000001,,119.68,
106.08000000000001,,106.08000000000001,,106.08000000000001,,119.68,
106.08000000000001,,106.08000000000001,,106.08000000000001,,119.68,
106.08000000000001,,106.08000000000001,,106.08000000000001,,119.68,
106.08000000000001,,106.08000000000001,,106.08000000000001,,118.32000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,118.32000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,116.96000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,116.96000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,115.60000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,114.24000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,114.24000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,112.88000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,112.88000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,111.52000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,111.52000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,110.16000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,110.16000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,108.80000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,107.44000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,106.08000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,106.08000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,104.72000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,102.00000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,102.00000000000001,
106.08000000000001,,106.08000000000001,,106.08000000000001,,100.64,
106.08000000000001,,106.08000000000001,,106.08000000000001,,99.28,
106.08000000000001,,106.08000000000001,,106.08000000000001,,97.92,
106.08000000000001,,106.08000000000001,,106.08000000000001,,97.92,
106.08000000000001,,106.08000000000001,,106.08000000000001,,95.2,
106.08000000000001,,106.08000000000001,,106.08000000000001,,92.48,
106.08000000000001,,106.08000000000001,,106.08000000000001,,92.48,
106.08000000000001,,106.08000000000001,,106.08000000000001,,89.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,89.76,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,106.08000000000001,,,
106.08000000000001,,106.08000000000001,,103.36000000000001,,,
106.08000000000001,,106.08000000000001,,103.36000000000001,,,
106.08000000000001,,106.08000000000001,,103.36000000000001,,,
106.08000000000001,,106.08000000000001,,103.36000000000001,,,
106.08000000000001,,106.08000000000001,,100.64,,,
106.08000000000001,,106.08000000000001,,100.64,,,
106.08000000000001,,106.08000000000001,,100.64,,,
106.08000000000001,,106.08000000000001,,97.92,,,
106.08000000000001,,106.08000000000001,,97.92,,,
106.08000000000001,,106.08000000000001,,96.56,,,
106.08000000000001,,106.08000000000001,,95.2,,,
106.08000000000001,,106.08000000000001,,92.48,,,
106.08000000000001,,106.08000000000001,,92.48,,,
106.08000000000001,,106.08000000000001,,89.76,,,
106.08000000000001,,106.08000000000001,,89.76,,,
106.08000000000001,,106.08000000000001,,87.04,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,106.08000000000001,,,,,
106.08000000000001,,103.36000000000001,,,,,
106.08000000000001,,103.36000000000001,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
106.08000000000001,,,,,,,
